Municipio;ibge;cep
PB_CALDAS_BRANDAO;2503803;
PB_CAMALAU;2503902;
PB_CAMALAU_(PINDURAO);2503902;
PB_CAMPINA_GRANDE;2504009;
PB_CAMPINA_GRANDE_(CATOLE);2504009;
PB_CAMPINA_GRANDE_(GALANTE);2504009;
PB_CAMPINA_GRANDE_(SAO_JOSE_DA_MATA);2504009;
PB_CAPIM;2504033;
PB_CAPIM_(OLHO_D_AGUA_DO_SERRAO);2504033;
PB_CARAUBAS;2504074;
PB_CARRAPATEIRA;2504108;
PB_CASSERENGUE;2504157;
PB_CATINGUEIRA;2504207;
PB_CATINGUEIRA_(ITAJUBATIBA);2504207;
PB_CATOLE_DO_ROCHA;2504306;
PB_CATOLE_DO_ROCHA_(CORONEL_MAIA);2504306;
PB_CATOLE_DO_ROCHA_(PICOS);2504306;
PB_CATURITE;2504355;
PB_CONCEICAO;2504405;
PB_CONCEICAO_(CABACAS_DOS_MARTINS);2504405;
PB_CONCEICAO_(CARDOSO);2504405;
PB_CONCEICAO_(MATA_GRANDE);2504405;
PB_CONCEICAO_(MONTEVIDEO);2504405;
PB_CONDADO;2504504;
PB_CONDE;2504603;
PB_CONDE_(JACUMA);2504603;
PB_CONGO;2504702;
PB_COREMAS;2504801;
PB_COXIXOLA;2504850;
PB_CRUZ_DO_ESPIRITO_SANTO;2504900;
PB_CRUZ_DO_ESPIRITO_SANTO_(NOVA_MASSANGANA);2504900;
PB_CUBATI;2505006;
PB_CUITE;2505105;
PB_CUITE_DE_MAMANGUAPE;2505238;
PB_CUITE_(MELO);2505105;
PB_CUITEGI;2505204;
PB_CURRAL_DE_CIMA;2505279;
PB_CURRAL_VELHO;2505303;
PB_DAMIAO;2505352;
PB_DESTERRO;2505402;
PB_DIAMANTE;2505600;
PB_DIAMANTE_(VAZANTE);2505600;
PB_DONA_INES;2505709;
PB_DUAS_ESTRADAS;2505808;
PB_EMAS;2505907;
PB_ESPERANCA;2506004;
PB_FAGUNDES;2506103;
PB_FREI_MARTINHO;2506202;
PB_GADO_BRAVO;2506251;
PB_GUARABIRA;2506301;
PB_GUARABIRA_(CACHOEIRA);2506301;
PB_GURINHEM;2506400;
PB_GURJAO;2506509;
PB_IBIARA;2506608;
PB_IBIARA_(CACHOEIRINHA);2506608;
PB_IGARACY;2502607;
PB_IMACULADA;2506707;
PB_IMACULADA_(PALMEIRA);2506707;
PB_INGA;2506806;
PB_INGA_(PONTINA);2506806;
PB_ITABAIANA;2506905;
PB_ITABAIANA_(CAMPO_GRANDE);2506905;
PB_ITABAIANA_(GUARITA);2506905;
PB_ITAPORANGA;2507002;
PB_ITAPOROROCA;2507101;
PB_ITATUBA;2507200;
PB_JACARAU;2507309;
PB_JACARAU_(TIMBO);2507309;
PB_JERICO;2507408;
PB_JOAO_PESSOA;2507507;
PB_JOCA_CLAUDINO;2513653;
PB_JUAREZ_TAVORA;2507606;
PB_JUAZEIRINHO;2507705;
PB_JUNCO_DO_SERIDO;2507804;
PB_JURIPIRANGA;2507903;
PB_JURU;2508000;
PB_LAGOA;2508109;
PB_LAGOA_DE_DENTRO;2508208;
PB_LAGOA_SECA;2508307;
PB_LASTRO;2508406;
PB_LIVRAMENTO;2508505;
PB_LOGRADOURO;2508554;
PB_LUCENA;2508604;
PB_LUCENA_(PRAIA_DE_FAGUNDES);2508604;
PB_MAE_D_AGUA;2508703;
PB_MALTA;2508802;
PB_MAMANGUAPE;2508901;
PB_MAMANGUAPE_(PITANGA_DA_ESTRADA);2508901;
PB_MANAIRA;2509008;
PB_MANAIRA_(PELO_SINAL);2509008;
PB_MARCACAO;2509057;
PB_MARCACAO_(CAMURUPIM);2509057;
PB_MARI;2509107;
PB_MARIZOPOLIS;2509156;
PB_MASSARANDUBA;2509206;
PB_MATARACA;2509305;
PB_MATARACA_(BARRA_DE_CAMARATUBA);2509305;
PB_MATINHAS;2509339;
PB_MATO_GROSSO;2509370;
PB_MATUREIA;2509396;
PB_MOGEIRO;2509404;
PB_MOGEIRO_(GAMELEIRA);2509404;
PB_MONTADAS;2509503;
PB_MONTE_HOREBE;2509602;
PB_MONTEIRO;2509701;
PB_MULUNGU;2509800;
PB_MULUNGU_(LEAL-LANDIA);2509800;
PB_NATUBA;2509909;
PB_NATUBA_(PIRAUA);2509909;
PB_NAZAREZINHO;2510006;
PB_NOVA_FLORESTA;2510105;
PB_NOVA_OLINDA;2510204;
PB_NOVA_PALMEIRA;2510303;
PB_OLHO_D_AGUA;2510402;
PB_OLHO_D_AGUA_(SOCORRO);2510402;
PB_OLIVEDOS;2510501;
PB_OURO_VELHO;2510600;
PB_PARARI;2510659;
PB_PASSAGEM;2510709;
PB_PATOS;2510808;
PB_PATOS_(SANTA_GERTRUDES);2510808;
PB_PAULISTA;2510907;
PB_PAULISTA_(IPUEIRAS);2510907;
PB_PAULISTA_(MIMOSO);2510907;
PB_PEDRA_BRANCA;2511004;
PB_PEDRA_LAVRADA;2511103;
PB_PEDRAS_DE_FOGO;2511202;
PB_PEDRO_REGIS;2512721;
PB_PIANCO;2511301;
PB_PICUI;2511400;
PB_PILAR;2511509;
PB_PILOES;2511608;
PB_PILOEZINHOS;2511707;
PB_PIRPIRITUBA;2511806;
PB_PITIMBU;2511905;
PB_POCINHOS;2512002;
PB_POCINHOS_(NAZARE);2512002;
PB_POCO_DANTAS;2512036;
PB_POCO_DE_JOSE_DE_MOURA;2512077;
PB_POMBAL;2512101;
PB_POMBAL_(VARZEA_COMPRIDA);2512101;
PB_PRATA;2512200;
PB_PRINCESA_ISABEL;2512309;
PB_PUXINANA;2512408;
PB_QUEIMADAS;2512507;
PB_QUIXABA;2512606;
PB_REMIGIO;2512705;
PB_RIACHAO;2512747;
PB_RIACHAO_DO_BACAMARTE;2512754;
PB_RIACHAO_DO_POCO;2512762;
PB_RIACHO_DE_SANTO_ANTONIO;2512788;
PB_RIACHO_DOS_CAVALOS;2512804;
PB_RIO_TINTO_(BARRA_DO_MAMANGUAPE);2512903;
PB_RIO_TINTO;2512903;
PB_RIO_TINTO_(SALEMA);2512903;
PB_SALGADINHO;2513000;
PB_SALGADINHO_(SAO_JOSE_DA_BATALHA);2513000;
PB_SALGADO_DE_SAO_FELIX_(DOIS_RIACHOS);2513109;
PB_SALGADO_DE_SAO_FELIX_(FEIRA_NOVA);2513109;
PB_SALGADO_DE_SAO_FELIX;2513109;
PB_SANTA_CECILIA;2513158;
PB_SANTA_CRUZ;2513208;
PB_SANTA_HELENA;2513307;
PB_SANTA_INES;2513356;
PB_SANTA_LUZIA;2513406;
PB_SANTA_RITA_(NOSSA_SENHORA_DO_LIVRAMENTO);2513703;
PB_SANTA_RITA;2513703;
PB_SANTA_TERESINHA;2513802;
PB_SANTANA_DE_MANGUEIRA;2513505;
PB_SANTANA_DOS_GARROTES_(PITOMBEIRA_DE_DENTRO);2513604;
PB_SANTANA_DOS_GARROTES;2513604;
PB_SANTO_ANDRE;2513851;
PB_SAO_BENTINHO;2513927;
PB_SAO_BENTO;2513901;
PB_SAO_DOMINGOS_DO_CARIRI;2513943;
PB_SAO_DOMINGOS;2513968;
PB_SAO_FRANCISCO;2513984;
PB_SAO_JOAO_DO_CARIRI;2514008;
PB_SAO_JOAO_DO_RIO_DO_PEIXE;2500700;
PB_SAO_JOAO_DO_RIO_DO_PEIXE_(UMARI);2500700;
PB_SAO_JOAO_DO_TIGRE_(SANTA_MARIA);2514107;
PB_SAO_JOAO_DO_TIGRE;2514107;
PB_SAO_JOSE_DA_LAGOA_TAPADA;2514206;
PB_SAO_JOSE_DE_CAIANA;2514305;
PB_SAO_JOSE_DE_ESPINHARAS;2514404;
PB_SAO_JOSE_DE_PIRANHAS_(BOM_JESUS);2514503;
PB_SAO_JOSE_DE_PIRANHAS;2514503;
PB_SAO_JOSE_DE_PRINCESA;2514552;
PB_SAO_JOSE_DO_BONFIM;2514602;
PB_SAO_JOSE_DO_BREJO_DO_CRUZ;2514651;
PB_SAO_JOSE_DO_SABUGI;2514701;
PB_SAO_JOSE_DOS_CORDEIROS;2514800;
PB_SAO_JOSE_DOS_RAMOS;2514453;
PB_SAO_MAMEDE;2514909;
PB_SAO_MIGUEL_DE_TAIPU;2515005;
PB_SAO_SEBASTIAO_DE_LAGOA_DE_ROCA;2515104;
PB_SAO_SEBASTIAO_DO_UMBUZEIRO;2515203;
PB_SAO_VICENTE_DO_SERIDO;2515401;
PB_SAO_VICENTE_DO_SERIDO_(SERIDO);2515401;
PB_SAPE;2515302;
PB_SAPE_(RENASCENCA);2515302;
PB_SERRA_BRANCA_(SANTA_LUZIA_DO_CARIRI);2515500;
PB_SERRA_BRANCA;2515500;
PB_SERRA_BRANCA_(SUCURU);2515500;
PB_SERRA_DA_RAIZ;2515609;
PB_SERRA_GRANDE;2515708;
PB_SERRA_REDONDA;2515807;
PB_SERRARIA;2515906;
PB_SERTAOZINHO;2515930;
PB_SOBRADO;2515971;
PB_SOLANEA;2516003;
PB_SOLEDADE;2516102;
PB_SOLEDADE_(BOM_SUCESSO);2516102;
PB_SOSSEGO;2516151;
PB_SOUSA;2516201;
PB_SUME;2516300;
PB_SUME_(PIO_X);2516300;
PB_TACIMA;2516409;
PB_TAPEROA;2516508;
PB_TAVARES;2516607;
PB_TEIXEIRA;2516706;
PB_TENORIO;2516755;
PB_TRIUNFO;2516805;
PB_UIRAUNA;2516904;
PB_UMBUZEIRO;2517001;
PB_UMBUZEIRO_(MATA_VIRGEM);2517001;
PB_VARZEA;2517100;
PB_VIEIROPOLIS;2517209;
PB_VISTA_SERRANA;2505501;
PB_ZABELE;2517407;
PE_ABREU_E_LIMA;2600054;
PE_ABREU_E_LIMA_(DISTRITO_INDUSTRIAL);2600054;
PE_AFOGADOS_DA_INGAZEIRA;2600104;
PE_AFRANIO;2600203;
PE_AFRANIO_(ARIZONA);2600203;
PE_AFRANIO_(CACHOEIRA_DO_ROBERTO);2600203;
PE_AFRANIO_(POCAO_DE_AFRANIO);2600203;
PE_AGRESTINA;2600302;
PE_AGRESTINA_(BARRA_DO_CHATA);2600302;
PE_AGRESTINA_(BARRA_DO_JARDIM);2600302;
PE_AGUA_PRETA;2600401;
PE_AGUA_PRETA_(SANTA_TEREZINHA);2600401;
PE_AGUAS_BELAS;2600500;
PE_AGUAS_BELAS_(CURRAL_NOVO);2600500;
PE_ALAGOINHA;2600609;
PE_ALAGOINHA_(PERPETUO_SOCORRO);2600609;
PE_ALIANCA;2600708;
PE_ALIANCA_(MACUJE);2600708;
PE_ALIANCA_(TUPAOCA);2600708;
PE_ALIANCA_(UPATININGA);2600708;
PE_ALTINHO;2600807;
PE_ALTINHO_(ITUGUACU);2600807;
PE_AMARAJI;2600906;
PE_ANGELIM;2601003;
PE_ARACOIABA;2601052;
PE_ARARIPINA;2601102;
PE_ARARIPINA_(BOM_JARDIM_DO_ARARIPE);2601102;
PE_ARARIPINA_(GERGELIM);2601102;
PE_ARARIPINA_(LAGOA_DO_BARRO);2601102;
PE_ARARIPINA_(MORAIS);2601102;
PE_ARARIPINA_(NASCENTE);2601102;
PE_ARARIPINA_(SERRANIA);2601102;
PE_ARCOVERDE;2601201;
PE_BARRA_DE_GUABIRABA;2601300;
PE_BARREIROS;2601409;
PE_BARREIROS_(CARIMA);2601409;
PE_BELEM_DE_MARIA_(BATATEIRA);2601508;
PE_BELEM_DE_MARIA;2601508;
PE_BELEM_DO_SAO_FRANCISCO;2601607;
PE_BELEM_DO_SAO_FRANCISCO_(IBO);2601607;
PE_BELEM_DO_SAO_FRANCISCO_(RIACHO_PEQUENO);2601607;
PE_BELO_JARDIM_(AGUA_FRIA);2601706;
PE_BELO_JARDIM;2601706;
PE_BELO_JARDIM_(SERRA_DO_VENTO);2601706;
PE_BELO_JARDIM_(XUCURU);2601706;
PE_BETANIA;2601805;
PE_BETANIA_(SAO_CAETANO_DO_NAVIO);2601805;
PE_BEZERROS;2601904;
PE_BEZERROS_(BOAS_NOVAS);2601904;
PE_BEZERROS_(SAPUCARANA);2601904;
PE_BODOCO;2602001;
PE_BODOCO_(CLARANA);2602001;
PE_BODOCO_(FEITORIA);2602001;
PE_BOM_CONSELHO_(BARRA_DO_BREJO);2602100;
PE_BOM_CONSELHO;2602100;
PE_BOM_CONSELHO_(CALDEIROES);2602100;
PE_BOM_CONSELHO_(LAGOA_DE_SAO_JOSE);2602100;
PE_BOM_CONSELHO_(RAINHA_ISABEL);2602100;
PE_BOM_JARDIM_(BIZARRA);2602209;
PE_BOM_JARDIM;2602209;
PE_BOM_JARDIM_(ENCRUZILHADA);2602209;
PE_BOM_JARDIM_(TAMBOATA);2602209;
PE_BOM_JARDIM_(UMARI);2602209;
PE_BONITO;2602308;
PE_BONITO_(ALTO_BONITO);2602308;
PE_BONITO_(BENTEVI);2602308;
PE_BREJAO;2602407;
PE_BREJINHO;2602506;
PE_BREJO_DA_MADRE_DE_DEUS_(BARRA_DO_FARIAS);2602605;
PE_BREJO_DA_MADRE_DE_DEUS;2602605;
PE_BREJO_DA_MADRE_DE_DEUS_(FAZENDA_NOVA);2602605;
PE_BREJO_DA_MADRE_DE_DEUS_(MANDACAIA);2602605;
PE_BREJO_DA_MADRE_DE_DEUS_(SAO_DOMINGOS);2602605;
PE_BUENOS_AIRES;2602704;
PE_BUIQUE;2602803;
PE_BUIQUE_(CARNEIRO);2602803;
PE_BUIQUE_(CATIMBAU);2602803;
PE_BUIQUE_(GUANUMBI);2602803;
PE_CABO_DE_SANTO_AGOSTINHO;2602902;
PE_CABO_DE_SANTO_AGOSTINHO_(JUCARAL);2602902;
PE_CABO_DE_SANTO_AGOSTINHO_(PONTE_DOS_CARVALHOS);2602902;
PE_CABO_DE_SANTO_AGOSTINHO_(SANTO_AGOSTINHO);2602902;
PE_CABROBO;2603009;
PE_CACHOEIRINHA;2603108;
PE_CACHOEIRINHA_(CABANAS);2603108;
PE_CAETES;2603207;
PE_CALCADO;2603306;
PE_CALUMBI;2603405;
PE_CAMARAGIBE;2603454;
PE_CAMOCIM_DE_SAO_FELIX;2603504;
PE_CAMUTANGA;2603603;
PE_CANHOTINHO;2603702;
PE_CANHOTINHO_(OLHO_D_AGUA_DE_DENTRO);2603702;
PE_CANHOTINHO_(PAQUEVIRA);2603702;
PE_CAPOEIRAS;2603801;
PE_CARNAIBA;2603900;
PE_CARNAIBA_(IBITIRANGA);2603900;
PE_CARNAUBEIRA_DA_PENHA;2603926;
PE_CARPINA;2604007;
PE_CARUARU;2604106;
PE_CARUARU_(CARAPOTOS);2604106;
PE_CARUARU_(GONCALVES_FERREIRA);2604106;
PE_CARUARU_(LAJEDO_DO_CEDRO);2604106;
PE_CASINHAS;2604155;
PE_CATENDE;2604205;
PE_CATENDE_(LAJE_GRANDE);2604205;
PE_CEDRO;2604304;
PE_CHA_DE_ALEGRIA;2604403;
PE_CHA_GRANDE;2604502;
PE_CONDADO;2604601;
PE_CORRENTES;2604700;
PE_CORRENTES_(POCO_COMPRIDO);2604700;
PE_CORTES;2604809;
PE_CUMARU;2604908;
PE_CUMARU_(AMEIXAS);2604908;
PE_CUPIRA;2605004;
PE_CUPIRA_(LAJE_DE_SAO_JOSE);2605004;
PE_CUSTODIA;2605103;
PE_CUSTODIA_(MARAVILHA);2605103;
PE_CUSTODIA_(QUITIMBU);2605103;
PE_DORMENTES;2605152;
PE_DORMENTES_(CAATINGA_GRANDE);2605152;
PE_DORMENTES_(LAGOA_DE_FORA);2605152;
PE_DORMENTES_(LAGOAS);2605152;
PE_DORMENTES_(MONTE_OREBE);2605152;
PE_ESCADA;2605202;
PE_ESCADA_(FREXEIRAS);2605202;
PE_EXU;2605301;
PE_EXU_(TABOCAS);2605301;
PE_EXU_(TIMORANTE);2605301;
PE_EXU_(VIRACAO);2605301;
PE_EXU_(ZE_GOMES);2605301;
PE_FEIRA_NOVA;2605400;
PE_FERNANDO_DE_NORONHA;2605459;
PE_FERREIROS;2605509;
PE_FLORES;2605608;
PE_FLORES_(FATIMA);2605608;
PE_FLORES_(SITIO_DOS_NUNES);2605608;
PE_FLORESTA;2605707;
PE_FLORESTA_(AIRI);2605707;
PE_FLORESTA_(NAZARE_DO_PICO);2605707;
PE_FREI_MIGUELINHO;2605806;
PE_FREI_MIGUELINHO_(LAGOA_DE_JOAO_CARLOS);2605806;
PE_GAMELEIRA;2605905;
PE_GAMELEIRA_(CUIAMBUCA);2605905;
PE_GAMELEIRA_(JOSE_DA_COSTA);2605905;
PE_GARANHUNS;2606002;
PE_GARANHUNS_(IRATAMA);2606002;
PE_GARANHUNS_(MIRACICA);2606002;
PE_GARANHUNS_(SAO_PEDRO);2606002;
PE_GLORIA_DO_GOITA_(APOTI);2606101;
PE_GLORIA_DO_GOITA;2606101;
PE_GOIANA;2606200;
PE_GOIANA_(PONTA_DE_PEDRAS);2606200;
PE_GOIANA_(TEJUCOPAPO);2606200;
PE_GRANITO;2606309;
PE_GRAVATA;2606408;
PE_GRAVATA_(MANDACARU);2606408;
PE_GRAVATA_(URUCU-MIRIM);2606408;
PE_IATI;2606507;
PE_IBIMIRIM;2606606;
PE_IBIMIRIM_(MOXOTO);2606606;
PE_IBIRAJUBA;2606705;
PE_IGARASSU;2606804;
PE_IGARASSU_(NOVA_CRUZ);2606804;
PE_IGARASSU_(TRES_LADEIRAS);2606804;
PE_IGUARACY;2606903;
PE_IGUARACY_(IRAJAI);2606903;
PE_IGUARACY_(JABITACA);2606903;
PE_ILHA_DE_ITAMARACA;2607604;
PE_INAJA;2607000;
PE_INGAZEIRA;2607109;
PE_IPOJUCA;2607208;
PE_IPOJUCA_(CAMELA);2607208;
PE_IPOJUCA_(NOSSA_SENHORA_DO_O);2607208;
PE_IPUBI;2607307;
PE_IPUBI_(SERRA_BRANCA);2607307;
PE_IPUBI_(SERROLANDIA);2607307;
PE_ITACURUBA;2607406;
PE_ITAIBA;2607505;
PE_ITAIBA_(NEGRAS);2607505;
PE_ITAMBE;2607653;
PE_ITAMBE_(CARICE);2607653;
PE_ITAMBE_(IBIRANGA);2607653;
PE_ITAPETIM;2607703;
PE_ITAPETIM_(SAO_VICENTE);2607703;
PE_ITAPISSUMA;2607752;
PE_ITAQUITINGA;2607802;
PE_JABOATAO_DOS_GUARARAPES_(CAVALEIRO);2607901;
PE_JABOATAO_DOS_GUARARAPES_(CURADO);2607901;
PE_JABOATAO_DOS_GUARARAPES_(JABOATAO);2607901;
PE_JABOATAO_DOS_GUARARAPES;2607901;
PE_JABOATAO_DOS_GUARARAPES_(JARDIM_JORDAO);2607901;
PE_JAQUEIRA;2607950;
PE_JATAUBA;2608008;
PE_JATAUBA_(JACU);2608008;
PE_JATAUBA_(JUNDIA);2608008;
PE_JATAUBA_(PASSAGEM_DO_TO);2608008;
PE_JATAUBA_(RIACHO_DO_MEIO);2608008;
PE_JATOBA;2608057;
PE_JATOBA_(VOLTA_DO_MOXOTO);2608057;
PE_JOAO_ALFREDO;2608107;
PE_JOAQUIM_NABUCO;2608206;
PE_JUCATI;2608255;
PE_JUPI;2608305;
PE_JUREMA;2608404;
PE_JUREMA_(SANTO_ANTONIO_DAS_QUEIMADAS);2608404;
PE_LAGOA_DE_ITAENGA;2608503;
PE_LAGOA_DO_CARRO;2608453;
PE_LAGOA_DO_OURO_(IGAPO);2608602;
PE_LAGOA_DO_OURO;2608602;
PE_LAGOA_DOS_GATOS_(ENTRONCAMENTO);2608701;
PE_LAGOA_DOS_GATOS_(IGARAPEASSU);2608701;
PE_LAGOA_DOS_GATOS_(LAGOA_DO_SOUZA);2608701;
PE_LAGOA_DOS_GATOS;2608701;
PE_LAGOA_GRANDE_(JUTAI);2608750;
PE_LAGOA_GRANDE;2608750;
PE_LAGOA_GRANDE_(VERMELHO);2608750;
PE_LAJEDO;2608800;
PE_LIMOEIRO;2608909;
PE_LIMOEIRO_(URUCUBA);2608909;
PE_MACAPARANA;2609006;
PE_MACHADOS;2609105;
PE_MANARI;2609154;
PE_MARAIAL;2609204;
PE_MARAIAL_(SERTAOZINHO_DE_BAIXO);2609204;
PE_MIRANDIBA;2609303;
PE_MIRANDIBA_(TUPANACI);2609303;
PE_MOREILANDIA;2614303;
PE_MOREILANDIA_(CARIRIMIRIM);2614303;
PE_MORENO;2609402;
PE_MORENO_(BONANCA);2609402;
PE_NAZARE_DA_MATA;2609501;
PE_OLINDA;2609600;
PE_OROBO;2609709;
PE_OROBO_(CHA_DO_ROCHA);2609709;
PE_OROBO_(UMBURETAMA);2609709;
PE_OROCO;2609808;
PE_OURICURI;2609907;
PE_OURICURI_(BARRA_DE_SAO_PEDRO);2609907;
PE_PALMARES;2610004;
PE_PALMARES_(SANTO_ANTONIO_DOS_PALMARES);2610004;
PE_PALMEIRINA;2610103;
PE_PANELAS;2610202;
PE_PANELAS_(CRUZES);2610202;
PE_PANELAS_(SAO_JOSE);2610202;
PE_PANELAS_(SAO_LAZARO);2610202;
PE_PARANATAMA;2610301;
PE_PARNAMIRIM;2610400;
PE_PARNAMIRIM_(ICAICARA);2610400;
PE_PARNAMIRIM_(VENEZA);2610400;
PE_PASSIRA;2610509;
PE_PASSIRA_(BENGALAS);2610509;
PE_PAUDALHO;2610608;
PE_PAULISTA;2610707;
PE_PEDRA;2610806;
PE_PEDRA_(HORIZONTE_ALEGRE);2610806;
PE_PEDRA_(POCO_DO_BOI);2610806;
PE_PEDRA_(SANTO_ANTONIO);2610806;
PE_PEDRA_(SAO_PEDRO_DO_CORDEIRO);2610806;
PE_PESQUEIRA;2610905;
PE_PESQUEIRA_(CIMBRES);2610905;
PE_PESQUEIRA_(MIMOSO);2610905;
PE_PESQUEIRA_(MUTUCA);2610905;
PE_PESQUEIRA_(PAPAGAIO);2610905;
PE_PESQUEIRA_(SALOBRO);2610905;
PE_PETROLANDIA;2611002;
PE_PETROLANDIA_(ICO-MANDANTES);2611002;
PE_PETROLINA;2611101;
PE_PETROLINA_(CRISTALIA);2611101;
PE_PETROLINA_(CURRAL_QUEIMADO);2611101;
PE_PETROLINA_(RAJADA);2611101;
PE_POCAO;2611200;
PE_POCAO_(PAO_DE_ACUCAR_DE_POCAO);2611200;
PE_POMBOS;2611309;
PE_POMBOS_(DOIS_LEOES);2611309;
PE_POMBOS_(NOSSA_SENHORA_DO_CARMO);2611309;
PE_PRIMAVERA;2611408;
PE_QUIPAPA;2611507;
PE_QUIPAPA_(PAU_FERRO);2611507;
PE_QUIPAPA_(VILA_DO_CRUZEIRO);2611507;
PE_QUIXABA;2611533;
PE_QUIXABA_(LAGOA_DA_CRUZ);2611533;
PE_RECIFE;2611606;
PE_RIACHO_DAS_ALMAS_(COURO_D_ANTAS);2611705;
PE_RIACHO_DAS_ALMAS_(PINHOES);2611705;
PE_RIACHO_DAS_ALMAS;2611705;
PE_RIACHO_DAS_ALMAS_(TRAPIA);2611705;
PE_RIACHO_DAS_ALMAS_(VITORINO);2611705;
PE_RIBEIRAO;2611804;
PE_RIBEIRAO_(ARIPIBU);2611804;
PE_RIBEIRAO_(JOSE_MARIANO);2611804;
PE_RIO_FORMOSO_(COCAU);2611903;
PE_RIO_FORMOSO;2611903;
PE_SAIRE;2612000;
PE_SALGADINHO;2612109;
PE_SALGUEIRO;2612208;
PE_SALGUEIRO_(CONCEICAO_DAS_CRIOULAS);2612208;
PE_SALGUEIRO_(PAU_FERRO);2612208;
PE_SALGUEIRO_(UMAS);2612208;
PE_SALGUEIRO_(VASQUES);2612208;
PE_SALOA;2612307;
PE_SALOA_(IATECA);2612307;
PE_SANHARO;2612406;
PE_SANHARO_(JENIPAPO);2612406;
PE_SANHARO_(MULUNGU);2612406;
PE_SANTA_CRUZ_DA_BAIXA_VERDE;2612471;
PE_SANTA_CRUZ_DO_CAPIBARIBE_(PARA);2612505;
PE_SANTA_CRUZ_DO_CAPIBARIBE_(POCO_FUNDO);2612505;
PE_SANTA_CRUZ_DO_CAPIBARIBE;2612505;
PE_SANTA_CRUZ;2612455;
PE_SANTA_FILOMENA_(CAMPO_SANTO);2612554;
PE_SANTA_FILOMENA_(LIVRAMENTO);2612554;
PE_SANTA_FILOMENA_(POCO_COMPRIDO);2612554;
PE_SANTA_FILOMENA;2612554;
PE_SANTA_FILOMENA_(SOCORRO);2612554;
PE_SANTA_MARIA_DA_BOA_VISTA_(CARAIBAS);2612604;
PE_SANTA_MARIA_DA_BOA_VISTA;2612604;
PE_SANTA_MARIA_DA_BOA_VISTA_(URIMAMA);2612604;
PE_SANTA_MARIA_DO_CAMBUCA;2612703;
PE_SANTA_TEREZINHA;2612802;
PE_SAO_BENEDITO_DO_SUL_(IGARAPEBA);2612901;
PE_SAO_BENEDITO_DO_SUL;2612901;
PE_SAO_BENTO_DO_UNA_(ESPIRITO_SANTO);2613008;
PE_SAO_BENTO_DO_UNA;2613008;
PE_SAO_CAITANO_(MANICOBA);2613107;
PE_SAO_CAITANO;2613107;
PE_SAO_CAITANO_(TAPIRAIM);2613107;
PE_SAO_JOAO;2613206;
PE_SAO_JOAQUIM_DO_MONTE_(BARRA_DO_RIACHAO);2613305;
PE_SAO_JOAQUIM_DO_MONTE_(SANTANA_DE_SAO_JOAQUIM);2613305;
PE_SAO_JOAQUIM_DO_MONTE;2613305;
PE_SAO_JOSE_DA_COROA_GRANDE;2613404;
PE_SAO_JOSE_DO_BELMONTE_(BOM_NOME);2613503;
PE_SAO_JOSE_DO_BELMONTE_(CARMO);2613503;
PE_SAO_JOSE_DO_BELMONTE;2613503;
PE_SAO_JOSE_DO_EGITO_(BONFIM);2613602;
PE_SAO_JOSE_DO_EGITO_(RIACHO_DO_MEIO);2613602;
PE_SAO_JOSE_DO_EGITO;2613602;
PE_SAO_LOURENCO_DA_MATA_(NOSSA_SENHORA_DA_LUZ);2613701;
PE_SAO_LOURENCO_DA_MATA;2613701;
PE_SAO_VICENTE_FERRER;2613800;
PE_SAO_VICENTE_FERRER_(SIRIJI);2613800;
PE_SERRA_TALHADA_(BERNARDO_VIEIRA);2613909;
PE_SERRA_TALHADA_(CAICARINHA_DA_PENHA);2613909;
PE_SERRA_TALHADA_(LOGRADOURO);2613909;
PE_SERRA_TALHADA_(LUANDA);2613909;
PE_SERRA_TALHADA_(PAJEU);2613909;
PE_SERRA_TALHADA_(SANTA_RITA);2613909;
PE_SERRA_TALHADA;2613909;
PE_SERRA_TALHADA_(TAUAPIRANGA);2613909;
PE_SERRA_TALHADA_(VARZINHA);2613909;
PE_SERRITA;2614006;
PE_SERRITA_(IPUERA);2614006;
PE_SERRITA_(ORI);2614006;
PE_SERTANIA;2614105;
PE_SERTANIA_(ALBUQUERQUE_NE);2614105;
PE_SERTANIA_(ALGODOES);2614105;
PE_SERTANIA_(HENRIQUE_DIAS);2614105;
PE_SERTANIA_(RIO_DA_BARRA);2614105;
PE_SIRINHAEM;2614204;
PE_SIRINHAEM_(BARRA_DO_SIRINHAEM);2614204;
PE_SIRINHAEM_(IBIRATINGA);2614204;
PE_SOLIDAO;2614402;
PE_SURUBIM;2614501;
PE_SURUBIM_(CHEUS);2614501;
PE_TABIRA;2614600;
PE_TACAIMBO;2614709;
PE_TACAIMBO_(RIACHO_FECHADO);2614709;
PE_TACARATU;2614808;
PE_TACARATU_(CARAIBEIRAS);2614808;
PE_TAMANDARE;2614857;
PE_TAMANDARE_(SAUE);2614857;
PE_TAQUARITINGA_DO_NORTE_(GRAVATA_DO_IBIAPINA);2615003;
PE_TAQUARITINGA_DO_NORTE_(PAO_DE_ACUCAR);2615003;
PE_TAQUARITINGA_DO_NORTE;2615003;
PE_TEREZINHA;2615102;
PE_TERRA_NOVA_(GUARANI);2615201;
PE_TERRA_NOVA;2615201;
PE_TIMBAUBA;2615300;
PE_TIMBAUBA_(CRUANJI);2615300;
PE_TIMBAUBA_(LIVRAMENTO_DO_TIUMA);2615300;
